title,company,salary,description,link,source,scraped_at,location
Manažer strojírenské výroby pro prodej výpalků,RAVEN CZ a.s.,,,https://www.jobs.cz/rpd/2000932870/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289587.5419333,Ostrava – Svinov
Zajímá Tě kyber bezpečnost? Doplňujeme tým o nové CYBER SECURITY OPERATORy,NEXT GENERATION SECURITY SOLUTIONS s.r.o.,,,https://www.jobs.cz/rpd/2000932871/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289588.3026612,Praha – Holešovice
Truhlář,SAPHO MANUFACTORY s.r.o,,,https://www.jobs.cz/rpd/2000867467/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289588.949619,Zdiby – Přemyšlení
kuchař/ka do hotelu Golf Resort Cihelny,"AXXOS HOTELS & RESORTS, s.r.o.",43 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000944177/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289589.4186862,Karlovy Vary – Cihelny
🚀 ServiceNow Cyber & Risk Consultant,"Devoteam, s.r.o.",,,https://www.jobs.cz/rpd/2000919664/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289589.9854362,Praha – Staré Město
Informatik - Solution Architekt pro oblast e-mobility,"Pražská energetika, a.s.",,Kariéra  Detail pozice,https://www.jobs.cz/rpd/2000963047/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289590.7998004,Praha – Strašnice
NÁBORÁŘ / RECRUITER EVERBOT AI,Everbot s.r.o.,40 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000963048/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289591.4929943,Ostrava – Moravská Ostrava
SOCIÁLNÍ PRACOVNÍK(ICE) OSOBNÍ ASISTENCE,"ICOS Český Krumlov, o.p.s.",33 000 ‍–‍ 34 000 Kč,,https://www.jobs.cz/rpd/2000944163/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289592.442875,okres Český Krumlov
"Controller junior - analyzuj, ovlivňuj a podporuj růst IT lídra; Ostrava",AT Computers a.s.,,,https://www.jobs.cz/rpd/2000932865/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289593.126327,Ostrava – Slezská Ostrava
Administrativní podpora týmu - 20h/týdně,ZAPA beton a.s.,,,https://www.jobs.cz/rpd/2000932856/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289593.7791348,Praha – Michle
Manažer strojírenské výroby pro prodej výpalků,RAVEN CZ a.s.,,,https://www.jobs.cz/rpd/2000932796/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289594.2936747,Brno – Chrlice
Účetní - part time 25 -30H,TPA,,"ÚVOD
PRO UCHAZEČE
BENEFITY
O NÁS
UDÁLOSTI
FAQ
KONTAKT
VOLNÉ POZICE
ÚVOD
PRO UCHAZEČE
BENEFITY
O NÁS
UDÁLOSTI
FAQ
KONTAKT
VOLNÉ POZICE
  

© 2026 TPA Czech Republic | Powered by Alma Career

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000259680/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289595.0389807,Praha – Krč
Zástupce finančního ředitele,"Artesa, spořitelní družstvo",70 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000944170/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289595.7185216,Praha – Vinohrady
Produktový specialista/BIM specialista,HELUZ cihlářský průmysl a.s.,,,https://www.jobs.cz/rpd/2000919630/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289596.1680765,Dolní Bukovsko
ASISTENT/KA PRODEJNÍHO ODDĚLENÍ,NAPA TRUCKS spol. s r. o.,32 700 ‍–‍ 38 000 Kč,,https://www.jobs.cz/rpd/2000749933/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289596.7262797,Pardubice – Semtín
Sociální pracovník / pracovnice – zástupce vedoucího služby,Společnost Podané ruce o.p.s.,30 000 ‍–‍ 46 000 Kč,,https://www.jobs.cz/rpd/2000944164/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289597.6419318,Olomouc – Povel
Obchodní zástupce – vše Vás naučíme,Benefit investment a.s.,50 000 ‍–‍ 70 000 Kč,"Benefit
PŘIDEJ SE K NÁM
Menu
Nabízené pozice
Nabízené pozice
© 2026 | Powered by Alma Career
Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000523008/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289598.54499,Praha – Prosek
"Montážní technik, EZS, kamerové systémy, datové rozvody v IT",ARION spol. s r.o.,50 000 ‍–‍ 70 000 Kč,,https://www.jobs.cz/rpd/2000932855/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289599.2359483,Praha – Vršovice
Technik IT / Zákaznická podpora L1 a L2 / Praha,ARION spol. s r.o.,40 000 ‍–‍ 60 000 Kč,,https://www.jobs.cz/rpd/2000932851/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289600.5688305,Praha – Vršovice
"Obchodníci z jihu, hlaste se! Máme pro vás HPP, fix, bonusy i auto.",KP2 Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000926468/?searchId=96e21cef-d6b5-409b-a54c-ea3a2f15a63e&rps=233,Jobs.cz,1767289601.0843403,Jihočeský kraj
Systémový administrátor IT / Microsoft 365 / Praha,ARION spol. s r.o.,50 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000932850/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289602.909974,Praha – Vršovice
"Systémový administrátor IT / VmWare, Hyper-V, servery a datová pole Dell / Praha",ARION spol. s r.o.,50 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000932849/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289603.7725713,Praha – Vršovice
Výkonná asistentka generálního ředitele,"Čech & syn Stavební společnost, a.s.",50 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000919638/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289604.3057644,Praha – Žižkov
BUSINESS DEVELOPMENT - pharmaceutical company,HEATON k.s.,,,https://www.jobs.cz/rpd/2000932848/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289604.8492813,Praha – Nusle
"Systémový administrátor IT / Kybernetická bezpečnost, Manage Engine / Praha",ARION spol. s r.o.,50 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000932844/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289605.9739265,Praha – Vršovice
Obchodník IT / Account Manager IT / Praha,ARION spol. s r.o.,50 000 ‍–‍ 90 000 Kč,,https://www.jobs.cz/rpd/2000932842/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289606.6191487,Praha – Vršovice
Konzultant a analytik pro ERP HELIOS iNuvio / Praha,ARION spol. s r.o.,60 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000932840/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289607.4537404,Praha – Vršovice
Konzultant a analytik pro ekonomický systém Pohoda / Praha,ARION spol. s r.o.,50 000 ‍–‍ 70 000 Kč,,https://www.jobs.cz/rpd/2000932836/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289608.115359,Praha – Vršovice
Obchodní specialista junior pro superrovné průmyslové podlahy| PRO ABSOLVENTY,"ATEMIT, s.r.o.",36 000 ‍–‍ 72 000 Kč,,https://www.jobs.cz/rpd/2000929454/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289608.876675,Hradec Králové – Slezské Předměstí
BRAND MARKETING SPECIALIST,COFIDIS a.s.,,,https://www.jobs.cz/rpd/2000944150/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289609.63953,Praha – Stodůlky
Asistent/ka v advokátní kanceláři,Purkyt & Co. advokátní kancelář,35 000 ‍–‍ 45 000 Kč,,https://www.jobs.cz/rpd/2000809673/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289610.1141925,Praha – Smíchov
Sadař-vedoucí střediska,ZEO TRADE s.r.o.,,,https://www.jobs.cz/rpd/2000932834/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289610.9639459,Ždánice
ASISTENTKA / ASISTENT PRODEJE - PRÉMIOVÁ MÓDNÍ ZNAČKA ZADIG&VOLTAIRE,"GLORIA FASHION, s.r.o.",37 500 ‍–‍ 45 000 Kč,,https://www.jobs.cz/rpd/2000944146/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289611.6199565,Praha – Josefov
Key Account Manager / Junior Key Account Manager,"HENKEL ČR, spol. s r.o.",,,https://www.jobs.cz/rpd/2000825392/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289612.2792377,Praha – Libeň
Koordinátor/ka venkovních sítí ve stavebním ateliéru,OBERMEYER HELIKA a.s.,,,https://www.jobs.cz/rpd/2000932830/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289612.9991632,Praha – Letňany
Lékárník/lékárnice,Jetty s.r.o.,60 000 ‍–‍ 75 000 Kč,,https://www.jobs.cz/rpd/2000932826/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289613.6205308,Český Brod
CELNÍ DEKLARANT,CEVA Logistics spol. s r.o.,45 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000963041/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289614.3251252,Říčany – Jažlovice
Koordinátor přípravy výroby- VOLNÉ VÍKENDY!,Smurfit Westrock Czech s.r.o.,35 000 ‍–‍ 40 000 Kč,,https://www.jobs.cz/rpd/2000944142/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289615.1666036,Hradec nad Moravicí – Žimrovice
AUTOMOTIVE TEST ENGINEER – ADAS FOCUS (s půlročním působením v Německu),EVOMOTIV s.r.o.,,,https://www.jobs.cz/rpd/2000919613/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289615.878045,Praha – Holešovice
Informatik (správce aplikací),"Pražská energetika, a.s.",,Kariéra  Detail pozice,https://www.jobs.cz/rpd/2000963042/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289616.9532933,Praha – Vršovice
Plánovač /-ka výroby,Mlékárna Klatovy s.r.o.,,,https://www.jobs.cz/rpd/2000932823/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289618.119152,Klatovy – Klatovy IV
Právník/právnička,OLYMP CENTRUM SPORTU MINISTERSTVA VNITRA,,,https://www.jobs.cz/rpd/2000944136/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289618.9089994,Praha – Bubeneč
Řidič dodávky - skupiny B,Internet-Handel s.r.o.,25 900 ‍–‍ 28 900 Kč,,https://www.jobs.cz/rpd/2000963039/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289619.7163196,Liberec – Liberec XV-Starý Harcov
PROJEKTOVÝ MANAŽER,ČESKÁ TELEVIZE,,,https://www.jobs.cz/rpd/2000963040/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289620.6151543,Praha – Podolí
Lakýrník,Exentec Czech s.r.o.,35 000 Kč,,https://www.jobs.cz/rpd/2000932813/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289621.2452695,Staňkovice – Průmyslová zóna Triangle
IT konzultant - provoz,"CYMEDICA, spol. s r.o.",,,https://www.jobs.cz/rpd/2000932817/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289622.048139,Hořovice
Skladník/skladnice,oncomed manufacturing a.s.,,,https://www.jobs.cz/rpd/2000709404/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289623.0775824,Brno – Řečkovice
"JŠ GLOSSA hledá lektory/ky ANGLIČTINY, NĚMČINY a ČEŠTINY PRO CIZINCE",Talentor Advanced Search,,,https://www.jobs.cz/rpd/2000537989/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289623.8052301,Praha
Operátor kovovýroby a montáže,Exentec Czech s.r.o.,35 000 Kč,,https://www.jobs.cz/rpd/2000932807/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289624.2814505,Staňkovice – Průmyslová zóna Triangle
Technical Customer Service Engineer,"OP papírna, s.r.o.",,,https://www.jobs.cz/rpd/2000409044/?searchId=9fa5dc4f-8a19-4cc0-9cd3-24bc99bb1f8d&rps=233,Jobs.cz,1767289625.0355067,Olšany
Vedoucí odboru bezpečnosti,Západočeská univerzita v Plzni,,,https://www.jobs.cz/rpd/2000932809/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289626.7425456,Plzeň – Jižní Předměstí
Asistent/ka,ČESKÁ NÁRODNÍ BANKA,,,https://www.jobs.cz/rpd/2000944127/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289627.6574848,Praha – Nové Město
Obchodní manažér,"DH Insulation, s.r.o.",50 000 ‍–‍ 60 000 Kč,,https://www.jobs.cz/rpd/2000944122/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289628.3940666,Jihočeský kraj
Samostatný/á kuchař/ka,Diakonie ČCE - středisko v Krabčicích,25 000 ‍–‍ 26 000 Kč,Detail pozice,https://www.jobs.cz/rpd/2000932806/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289629.911834,Krabčice – Rovné
B2B Obchodní zástupce pro klíčové zákazníky (High Value Customers),LINDSTRÖM s.r.o.,,,https://www.jobs.cz/rpd/2000919609/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289630.617614,Středočeský kraj
SPECIALISTA/TKA PRECIZNÍHO ZEMĚDĚLSTVÍ,STROM PRAHA a.s.,,,https://www.jobs.cz/rpd/2000944120/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289631.1759403,Stará Paka
PROJEKTOVÝ MANAŽER,ČESKÁ TELEVIZE,,,https://www.jobs.cz/rpd/2000963037/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289632.2000825,Praha – Podolí
Z obchodníka lídrem – nastartuj svou kariéru v Hilti!,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963038/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289632.998152,Praha
Všeobecný/á lékař/ka,"OPTIMA RECRUITMENT EUROPE, s.r.o.",100 000 ‍–‍ 150 000 Kč,,https://www.jobs.cz/rpd/2000767274/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289633.4931624,Brno
Inženýr kvality dodavatelského řetězce,FläktGroup Czech Republic a.s.,,,https://www.jobs.cz/rpd/2000944125/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289634.0830793,Liberec – Liberec XXV-Vesec
Country Controlling Leader,OPmobility,,,https://www.jobs.cz/rpd/2000797991/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289635.066273,Šenov u Nového Jičína
Obchodně-technický specialista,K & K GROUP INVEST s. r. o.,60 000 ‍–‍ 65 000 Kč,,https://www.jobs.cz/rpd/2000944116/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289635.7147973,Praha – Třebonice
Obchodně technický zástupce/zástupkyně - Brno,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000896572/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289636.5261908,Brno
TECHNIK ÚDŘBY - 8 h směny,Hilite Czech s.r.o.,,,https://www.jobs.cz/rpd/2000878593/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289637.163879,Ostrava – Hrabová
Customer Service Representative,Smurfit Westrock Svitavy s.r.o.,,,https://www.jobs.cz/rpd/2000944095/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289638.199008,Svitavy – Předměstí
Obchodní specialista/specialistka na prodejně Hilti Ostrava,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963036/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289638.9313056,Ostrava
B2B Obchodní zástupce pro klíčové zákazníky (High Value Customers) -Moravskoslezský kraj,LINDSTRÖM s.r.o.,,,https://www.jobs.cz/rpd/2000670658/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289639.6528018,Moravskoslezský kraj
Specialista marketingových kampaní a komunikace,"MOL Česká republika, s.r.o.",,,https://www.jobs.cz/rpd/2000932795/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289640.1534853,Praha – Smíchov
Manažer/ka provozu plynových kotelen a výměníkových stanic,"ERDING, a.s.",,,https://www.jobs.cz/rpd/2000932765/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289640.9758751,Brno – Líšeň
Controlling Manager,OPmobility,,,https://www.jobs.cz/rpd/2000798023/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289641.764985,Šenov u Nového Jičína
Optik/Asistent prodeje pro Šantovka Olomouc,"KONTAKTO.CZ internetový obchod, spol. s r.o.",30 000 ‍–‍ 60 000 Kč,,https://www.jobs.cz/rpd/2000963034/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289642.3283172,Olomouc
✌Hledáme Obchodního Manažera/Manažerku – Staňte se hnacím motorem našeho obchodního týmu!✌,LINDSTRÖM s.r.o.,80 000 ‍–‍ 90 000 Kč,,https://www.jobs.cz/rpd/2000767319/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289642.9015286,Plzeňský kraj
Mzdová účetní,SmileTech s.r.o.,,,https://www.jobs.cz/rpd/2000919599/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289643.6001048,Praha – Vinohrady
Směnový mechanik,"Kimberly-Clark, s.r.o.",43 200 ‍–‍ 50 100 Kč,,https://www.jobs.cz/rpd/2000919594/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289644.2637417,Jaroměř – Pražské Předměstí
PROJEKTANT TZB | Hradec Králové,"TZ pro, s.r.o.",40 000 ‍–‍ 60 000 Kč,,https://www.jobs.cz/rpd/2000944106/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289644.865618,Hradec Králové – Březhrad
Vedoucí Optiky Kodano v Aupark Hradec Králové,"KONTAKTO.CZ internetový obchod, spol. s r.o.",40 000 ‍–‍ 65 000 Kč,,https://www.jobs.cz/rpd/2000963032/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289645.5366347,Hradec Králové
Manager pro koncepci a vzdělávání,YMCA v České republice,38 000 ‍–‍ 40 000 Kč,,https://www.jobs.cz/rpd/2000942325/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289646.2205925,Praha – Nové Město
PŘEJÍMACí TECHNIK - LEXUS (ž/m),Louwman Motor Praha s.r.o.,,,https://www.jobs.cz/rpd/2000718640/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289646.8594475,Praha – Stodůlky
Aktivizační pracovník*ice v resocializačních programech Jesenicko,"Člověk v tísni, o.p.s.",18 000 ‍–‍ 19 800 Kč,,https://www.jobs.cz/rpd/2000932648/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289647.7595568,Jeseník
Optometrista – Forum Liberec,"KONTAKTO.CZ internetový obchod, spol. s r.o.",65 000 ‍–‍ 85 000 Kč,,https://www.jobs.cz/rpd/2000963031/?searchId=0eccb4d0-69fc-46fd-8d2f-4b9b347e2d44&rps=233,Jobs.cz,1767289648.4354298,Liberec – Liberec I-Staré Město
"Návrhář/ka kuchyní a nábytku, interiérový designér",Divine Furniture & Design s. r. o.,40 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000919567/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289650.0449302,Horky nad Jizerou
"Obchodně technický zástupce/zástupkyně - Kladno, Litoměřice, Rakovník",Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963029/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289650.92485,Kladno + 2 další lokality
Optometrista – Aupark HRADEC KRÁLOVÉ,"KONTAKTO.CZ internetový obchod, spol. s r.o.",65 000 ‍–‍ 85 000 Kč,,https://www.jobs.cz/rpd/2000963028/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289651.5670874,Hradec Králové
Obchodně technický zástupce/zástupkyně - Praha,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963027/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289652.3334112,Praha
Obchodně technický zástupce/zástupkyně (Liberecko/Jablonecko),Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963026/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289653.0221252,Liberec + 1 další lokalita
Prodejce,Medicine,28 000 Kč,,https://www.jobs.cz/rpd/2000932782/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289653.5206761,Zlín – Malenovice
Obchodně technický zástupce/zástupkyně pro malé zákazníky,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963025/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289654.161262,Praha – Chodov
Marketing specialist - Partnerships & Brand Activations,Mercedes-Benz Česká republika s.r.o.,,"O nás
Volná místa

© 2026 Mercedes-Benz Česká republika s.r.o. | Powered by Alma Career

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000963011/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289655.1867564,Praha – Chodov
Account Manager,Wolt Česko s.r.o.,,,https://www.jobs.cz/rpd/2000944103/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289655.9251626,Praha – Holešovice
Projektant/ka (Fasády),Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963024/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289656.918986,Praha – Chodov
Technický inženýr/ Projektový manažér v terénu - Ostrava,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963023/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289657.6756694,Ostrava
"TECHNICKÝ INŽENÝR - Praha, Chodov",Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963022/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289658.3998437,Praha
Specialista správy areálu (m/ž),JUSDA Europe s.r.o.,,,https://www.jobs.cz/rpd/2000944097/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289659.2324483,Pardubice – Drozdice
Obchodně technický zástupce/zástupkyně - Olomoucký kraj,Hilti ČR spol. s r.o.,,,https://www.jobs.cz/rpd/2000963020/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289660.0347867,Olomouc
Senior Wealth Adviser,ONE FAMILY OFFICE a.s.,,,https://www.jobs.cz/rpd/2000963013/?searchId=556537de-74e9-4a3e-bc55-7b5b29050858&rps=233,Jobs.cz,1767289660.7430413,Praha – Nové Město
